RMA No.,RMA Date,Name,Account No.,Email Address,Requested On,Items,Quantity,Status,Receiving Center,Last updated on:
2412035,2024-12-20 12:15 PM,Wesco,,Whitney.Green@anixter.com,2024-12-20 10:02 AM,1,1,Completed,SECO-LARM USA INC,2025-01-13 01:21 PM
2412032,2024-12-20 09:29 AM,The Security Source Inc.,,rblaha@thesecuritysourceinc.com,2024-12-20 09:19 AM,1,1,Completed,SECO-LARM USA INC,2025-02-03 10:23 AM
2412031,2024-12-19 03:25 PM,silmar electronics,,MSOTO@SILMARELECTRONICS.COM,2024-12-19 12:47 PM,1,1,Completed,SECO-LARM USA INC,2025-01-20 03:10 PM
2412030,2024-12-19 11:31 AM,Churchill Estates Retirement Community,,risitiaina@yahoo.com,2024-12-18 01:51 PM,1,1,Issued RMA,SECO-LARM USA INC,2025-01-20 03:10 PM
2412029,2024-12-19 11:16 AM,Advanced Engineering Systems,,rick@advancedengsys.com,2024-12-18 10:50 AM,1,1,Issued RMA,SECO-LARM USA INC,2024-12-19 11:16 AM
2412028,2024-12-19 11:09 AM,C Squared Tech Consulting,,accounts@c2tech.us,2024-12-17 02:36 PM,1,1,Issued RMA,SECO-LARM USA INC,2024-12-19 11:09 AM
2412027,2024-12-19 10:32 AM,Alarmax Distributors,,asepulveda@alarmax.com,2024-12-17 08:30 AM,1,1,Completed,SECO-LARM USA INC,2025-01-08 10:45 AM
2412026,2024-12-17 01:03 PM,AlarmaxDistributors,,mxiong@alarmax.com,2024-12-16 10:19 AM,2,2,Completed,SECO-LARM USA INC,2025-01-13 01:32 PM
2412025,2024-12-17 12:59 PM,Alarmax Distributors,,asepulveda@alarmax.com,2024-12-13 10:46 AM,1,1,Completed,SECO-LARM USA INC,2025-01-08 10:46 AM
2412023,2024-12-16 02:49 PM,Security Options,,support@securityoptionsltd.com,2024-12-13 09:03 AM,1,1,Completed,SECO-LARM USA INC,2025-01-13 01:12 PM
2412024,2024-12-17 12:51 PM,Group One Northwest,,dean@grouponenw.com,2024-12-12 10:15 AM,1,1,Issued RMA,SECO-LARM USA INC,2024-12-17 12:51 PM
2412021,2024-12-11 05:25 PM,DAC Inc,,gyork@dac-inc.com,2024-12-11 05:25 PM,1,1,Issued RMA,SECO-LARM USA INC,2024-12-11 05:25 PM
2412020,2024-12-11 02:30 PM,The Security Source,,john.weber@thesecuritysourceinc.com,2024-12-11 02:30 PM,1,1,Completed,SECO-LARM USA INC,2025-01-13 01:07 PM
2412041,2024-12-27 10:50 AM,SYSTEMS DISTRIBUTORS INC,,returns@sdilink.com,2024-12-11 11:33 AM,1,1,Completed,SECO-LARM USA INC,2025-01-13 01:26 PM
2412037,2024-12-24 08:44 AM,Mister Key Corporation,,marcelo@misterkeysecurity.com,2024-12-11 08:34 AM,2,2,Completed,SECO-LARM USA INC,2025-01-22 01:57 PM
2412022,2024-12-12 11:12 AM,"Tristate Telecom, Inc.",,baila@tristatelvs.com,2024-12-10 12:57 PM,1,1,Completed,SECO-LARM USA INC,2025-01-13 01:11 PM
2412019,2024-12-10 05:56 PM,Wesco / Anixter,,ra-west-tri-edus@anixter.wescodist.com,2024-12-10 09:34 AM,1,4,Completed,SECO-LARM USA INC,2025-03-14 11:15 AM
2412018,2024-12-10 05:54 PM,Wesco / Anixter,,ra-west-tri-edus@anixter.wescodist.com,2024-12-10 09:33 AM,1,4,Completed,SECO-LARM USA INC,2025-01-20 03:15 PM
2412016,2024-12-09 10:45 AM,Pam Distributing,,purchasing@pamdist.com,2024-12-09 10:45 AM,2,2,Completed,SECO-LARM USA INC,2024-12-12 05:20 PM
2412017,2024-12-09 02:37 PM,Gates and Controls - Corona,,erika.e@gatesandcontrols.com,2024-12-09 09:17 AM,1,1,Completed,SECO-LARM USA INC,2024-12-24 09:53 AM
2412015,2024-12-06 11:29 AM,Security Equipment Supply,,rhearn@sesonline.com,2024-12-06 11:21 AM,1,1,Completed,SECO-LARM USA INC,2024-12-19 12:51 PM
2412014,2024-12-05 04:12 PM,"Tristate Telecom, Inc.",,baila@tristatelvs.com,2024-12-05 10:41 AM,1,2,Completed,SECO-LARM USA INC,2025-01-13 01:06 PM
2412013,2024-12-05 10:31 AM,Anixter - Canada,,canada.nrc@anixter.com,2024-12-05 10:31 AM,2,2,Completed,SECO-LARM USA INC,2025-01-15 08:42 AM
2412011,2024-12-05 09:40 AM,"TEM Systems, LLC",,adminsc@temsystems.com,2024-12-05 09:13 AM,1,1,Completed,SECO-LARM USA INC,2024-12-24 09:52 AM
2412012,2024-12-05 10:04 AM,"SILMAR ELECTRONICS, INC",,mparra@silmarelectronics.com,2024-12-05 06:52 AM,1,1,Completed,SECO-LARM USA INC,2025-01-13 01:05 PM
2412010,2024-12-05 09:06 AM,Access Distribution Centre,,Returns@accessdistributioncentre.com,2024-12-05 06:44 AM,1,14,Issued RMA,SECO-LARM USA INC,2024-12-05 09:06 AM
2412009,2024-12-05 09:01 AM,Security Options,,support@securityoptionsltd.com,2024-12-05 06:35 AM,3,4,Completed,SECO-LARM USA INC,2025-01-13 12:38 PM
2412008,2024-12-04 04:47 PM,WESCO INC,,SAVANNAH.BRANDLE@WESCO.COM,2024-12-04 04:47 PM,1,10,Completed,SECO-LARM USA INC,2025-01-13 12:36 PM
2412007,2024-12-04 04:38 PM,BROOKLYN SUPPLY,,Nataliia.Podolets@blvs.com,2024-12-04 04:38 PM,1,1,Completed,SECO-LARM USA INC,2024-12-27 01:10 PM
2412006,2024-12-04 04:18 PM,Alarm Systems Ecuador S.A.,,frevelo@alarmsystemecuador.com.ec,2024-12-04 04:18 PM,4,7,Completed,SECO-LARM USA INC,2025-01-13 12:44 PM
2412005,2024-12-04 04:02 PM,Bott's Locksmith,,botlok@SBCglobal.net,2024-12-04 04:02 PM,1,1,Completed,SECO-LARM USA INC,2024-12-19 12:49 PM
2412004,2024-12-04 03:56 PM,ALL AROUND DISTRIBUTORS,,ALLAROUNDDIST@VERIZON.NET,2024-12-04 03:56 PM,1,1,Completed,SECO-LARM USA INC,2024-12-24 09:46 AM
2412003,2024-12-04 03:48 PM,Maverick Comm.,,brett@maverickinc.com,2024-12-04 03:48 PM,1,1,Issued RMA,SECO-LARM USA INC,2024-12-04 03:48 PM
2412002,2024-12-04 01:54 PM,Affordable Gate Systems LLC,,affordablegatesoffice@gmail.com,2024-12-04 01:54 PM,2,2,Completed,SECO-LARM USA INC,2024-12-19 12:46 PM
2412001,2024-12-04 01:33 PM,"Redrock Fence, INC",,redrockfence@comcast.net,2024-12-04 01:33 PM,1,1,Completed,SECO-LARM USA INC,2024-12-30 09:42 AM
